ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000124;4,55;0,17;13;0,77;Sim/C/C08;4,56;0,26;3;0,33;Sim/C/C09 ;4,51 (0,25 | 2 | 0,5) 
P000125;-5,3;0,47;25;0,08;Sim/A/A01;-5,31;0,68;7;0,14
P000125;-5,3;0,47;25;0,08;Sim/A/A03;-5,29;0,66;11;0,09;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-5,31 (0,68 | 7 | 0,14) -5,3 (4647,88 | 2 | 0) -5,3 (59,55 | 3 | 0) -5,3 (73926,78 | 1 | 0) -5,3 (1372641,06 | 1 | 0) 
P000126;-0,73;0,21;5;0,2;;;;;;Sim/A/A07 Sim/B/B01 Sim/C/C01 ;-0,81 (0,32 | 2 | 0) -0,73 (1,75 | 1 | 0) -0,75 (0,73 | 1 | 0) 
P000127;1,61;0,29;6;0,67;Sim/B/B03;1,7;0,44;3;1;Sim/B/B01 Sim/B/B02 ;0,7 (0,97 | 2 | 0,5) 1,58 (0,73 | 1 | 0) 
P000128;-2,94;0,22;10;0,1;Sim/A/A02;-3,02;0,43;4;0
P000128;-2,94;0,22;10;0,1;Sim/A/A05;-2,8;0,24;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-3,02 (0,43 | 4 | 0) -2,94 (103,68 | 1 | 0) -2,94 (1214,26 | 1 | 0) 
P000129;2,85;0,22;8;0,63;;;;;;Sim/C/C10 ;2,81 (0,45 | 2 | 0) 
P000130;1,27;0,23;5;0,8;Sim/B/B03;1,18;0,26;3;0,67;Sim/B/B03 ;1,18 (0,26 | 3 | 0,67) 
P000131;3,67;0,18;10;0,8;;;;;;Sim/C/C06 Sim/C/C07 ;3,6 (0,38 | 1 | 0) 3,62 (0,41 | 1 | 0) 
P000132;-0,42;0,19;7;0,71;Sim/A/A06;-0,65;0,22;3;0,67;Sim/A/A06 Sim/B/B01 ;-0,65 (0,22 | 3 | 0,67) -0,43 (0,75 | 1 | 0) 
P000133;0,88;0,22;5;0,6;Sim/B/B03;0,81;0,26;3;0,33;Sim/B/B03 ;0,81 (0,26 | 3 | 0,33) 
P000134;0,88;0,22;5;0,6;Sim/B/B03;0,81;0,26;3;0,33;Sim/B/B03 ;0,81 (0,26 | 3 | 0,33) 
P000135;-0,04;0,21;5;0,2;;;;;;Sim/A/A04 Sim/B/B03 Sim/C/C03 ;-0,14 (0,32 | 2 | 0) -0,05 (1,42 | 1 | 0) -0,05 (1 | 1 | 0) 
P000136;-0,04;0,21;5;0,2;;;;;;Sim/A/A04 Sim/B/B03 Sim/C/C03 ;-0,14 (0,32 | 2 | 0) -0,05 (1,42 | 1 | 0) -0,05 (1 | 1 | 0) 
P000137;1,38;0,22;7;0,57;Sim/B/B03;1,36;0,27;3;0,67;Sim/B/B01 Sim/B/B02 Sim/B/B03 ;0,7 (0,97 | 2 | 0,5) 1,37 (1,18 | 1 | 0) 1,36 (0,27 | 3 | 0,67) 
P000138;-1,31;0,21;6;0,17;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,39 (0,34 | 2 | 0) -1,34 (0,59 | 2 | 0) -1,32 (9,76 | 1 | 0) 
P000139;1,27;0,23;5;0,8;Sim/B/B03;1,18;0,26;3;0,67;Sim/B/B03 ;1,18 (0,26 | 3 | 0,67) 
P000140;-0,81;0,18;6;0,5;Sim/A/A06;-0,82;0,18;4;0,5;Sim/A/A06 Sim/B/B01 ;-0,82 (0,18 | 4 | 0,5) -0,81 (2,21 | 1 | 0) 
P000141;-2,04;0,19;7;0,29;Sim/A/A02;-2,14;0,3;3;0;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,14 (0,3 | 3 | 0) -2,04 (8,49 | 1 | 0) -2,04 (83,41 | 1 | 0) 
P000142;0,86;0,19;6;0,67;;;;;;Sim/B/B01 Sim/B/B03 ;0,53 (0,54 | 2 | 0,5) 0,81 (0,27 | 2 | 0,5) 
P000143;-1,67;0,22;6;0,33;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,74 (0,4 | 1 | 0) -1,67 (3,07 | 1 | 0) -1,67 (27,96 | 1 | 0) 
P000144;2,6;0,25;7;0,71;;;;;;Sim/B/B04 ;2,49 (0,37 | 2 | 0) 
P000145;-1,31;0,21;6;0,17;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,39 (0,34 | 2 | 0) -1,34 (0,59 | 2 | 0) -1,32 (9,76 | 1 | 0) 
P000146;4,03;0,17;11;0,82;Sim/C/C06;3,89;0,22;3;0,33;Sim/C/C06 ;3,89 (0,22 | 3 | 0,33) 
P000147;3,09;0,17;11;0,55;Sim/C/C10;3,17;0,22;3;0,33;Sim/C/C05 Sim/C/C07 ;3,05 (0,78 | 1 | 0) 3 (0,4 | 2 | 0) 
P000148;-0,92;0,18;6;0,5;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,03 | 1 | 0) 
P000149;-1,67;0,22;6;0,33;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,74 (0,4 | 1 | 0) -1,67 (3,07 | 1 | 0) -1,67 (27,96 | 1 | 0) 
P000150;3,36;0,21;8;0,88;;;;;;Sim/C/C10 ;3,24 (0,25 | 2 | 0,5) 
P000151;5,29;0,33;13;0,92;Sim/C/C08;5,4;0,45;3;1;Sim/C/C09 ;4,78 (0,39 | 2 | 0,5) 
P000152;-1,43;0,22;6;0,33;;;;;;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -1,44 (1,62 | 1 | 0) -1,43 (13,83 | 1 | 0) 
P000153;-1,89;0,2;7;0,29;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,92 (0,25 | 3 | 0,33) -1,91 (0,54 | 1 | 0) -1,89 (5,59 | 1 | 0) -1,89 (53,28 | 1 | 0) 
P000154;4,25;0,23;10;0,8;;;;;;Sim/C/C09 ;4,17 (0,37 | 2 | 0) 
P000155;-3,25;0,32;10;0,2;Sim/A/A02;-3,29;0,77;3;0
P000155;-3,25;0,32;10;0,2;Sim/A/A05;-3,31;0,61;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,77 | 3 | 0) -3,31 (0,61 | 3 | 0) -3,25 (246,42 | 1 | 0) -3,25 (3066,76 | 1 | 0) 
P000156;6,69;1,09;25;1;Sim/C/C08;6,06;0,97;8;1
P000156;6,69;1,09;25;1;Sim/C/C09;6;1,06;6;1;;
P000157;-1,89;0,2;7;0,29;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,92 (0,25 | 3 | 0,33) -1,91 (0,54 | 1 | 0) -1,89 (5,59 | 1 | 0) -1,89 (53,28 | 1 | 0) 
P000158;4,22;0,21;10;0,9;Sim/C/C06;4,19;0,22;3;0,67;Sim/C/C06 ;4,19 (0,22 | 3 | 0,67) 
P000159;-2,97;0,24;11;0,27;Sim/A/A02;-2,25;0,52;3;0,33
P000159;-2,97;0,24;11;0,27;Sim/A/A05;-3,08;0,34;4;0;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,08 (0,34 | 4 | 0) -2,97 (112,67 | 1 | 0) -2,97 (1327,28 | 1 | 0) 
P000160;0,01;0,19;5;0,6;;;;;;Sim/B/B01 ;-0,06 (0,35 | 1 | 0) 
P000161;-1,56;0,2;8;0,5;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A06 ;-1,92 (0,25 | 3 | 0,33) -1,56 (2,29 | 1 | 0) 
P000162;-1,31;0,21;6;0,17;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,39 (0,34 | 2 | 0) -1,34 (0,59 | 2 | 0) -1,32 (9,76 | 1 | 0) 
P000163;-0,42;0,19;7;0,71;Sim/A/A06;-0,65;0,22;3;0,67;Sim/A/A06 Sim/B/B01 ;-0,65 (0,22 | 3 | 0,67) -0,43 (0,75 | 1 | 0) 
P000164;6,69;1,09;25;1;Sim/C/C08;6,06;0,97;8;1
P000164;6,69;1,09;25;1;Sim/C/C09;6;1,06;6;1;;
P000165;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000166;-1,67;0,22;6;0,33;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,74 (0,4 | 1 | 0) -1,67 (3,07 | 1 | 0) -1,67 (27,96 | 1 | 0) 
P000167;2,18;0,28;8;0,63;Sim/B/B02;2,13;0,31;3;0,33;Sim/B/B02 Sim/B/B04 ;2,13 (0,31 | 3 | 0,33) 2,17 (1,1 | 1 | 0) 
P000168;0,13;0,18;6;0,67;;;;;;Sim/B/B01 Sim/B/B02 ;0,04 (0,34 | 1 | 0) 0,08 (0,44 | 1 | 0) 
P000169;-5,44;0,56;25;0,08;Sim/A/A01;-5,42;0,77;8;0,13
P000169;-5,44;0,56;25;0,08;Sim/A/A03;-5,47;0,8;10;0,1;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-5,44 (7098,17 | 2 | 0) -5,47 (0,8 | 10 | 0,1) -5,44 (83,12 | 3 | 0) -5,44 (110622,69 | 1 | 0) -5,44 (2112893,24 | 1 | 0) 
P000170;1,27;0,23;5;0,8;Sim/B/B03;1,18;0,26;3;0,67;Sim/B/B03 ;1,18 (0,26 | 3 | 0,67) 
P000171;-1,89;0,2;7;0,29;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,92 (0,25 | 3 | 0,33) -1,91 (0,54 | 1 | 0) -1,89 (5,59 | 1 | 0) -1,89 (53,28 | 1 | 0) 
P000172;2,6;0,25;7;0,71;;;;;;Sim/B/B04 ;2,49 (0,37 | 2 | 0) 
P000173;2,37;0,3;7;0,71;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B04 ;2,34 (0,7 | 1 | 0) 
P000174;-1,31;0,21;6;0,17;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,39 (0,34 | 2 | 0) -1,34 (0,59 | 2 | 0) -1,32 (9,76 | 1 | 0) 
P000175;-1,67;0,22;6;0,33;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,74 (0,4 | 1 | 0) -1,67 (3,07 | 1 | 0) -1,67 (27,96 | 1 | 0) 
P000176;1,1;0,19;6;0,67;Sim/B/B03;1,26;0,24;4;0,75;Sim/B/B01 ;0,53 (0,54 | 2 | 0,5) 
P000177;-0,46;0,18;5;0,4;;;;;;Sim/B/B01 Sim/B/B02 Sim/C/C01 ;-0,47 (0,83 | 1 | 0) -0,52 (0,38 | 1 | 0) -0,5 (0,42 | 1 | 0) 
P000178;0,88;0,22;5;0,6;Sim/B/B03;0,81;0,26;3;0,33;Sim/B/B03 ;0,81 (0,26 | 3 | 0,33) 
P000179;2,37;0,3;7;0,71;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B04 ;2,34 (0,7 | 1 | 0) 
P000180;2,6;0,25;7;0,71;;;;;;Sim/B/B04 ;2,49 (0,37 | 2 | 0) 
P000181;1,61;0,29;6;0,67;Sim/B/B03;1,7;0,44;3;1;Sim/B/B01 Sim/B/B02 ;0,7 (0,97 | 2 | 0,5) 1,58 (0,73 | 1 | 0) 
P000182;2,37;0,3;7;0,71;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B04 ;2,34 (0,7 | 1 | 0) 
P000183;2,79;0,21;8;0,75;Sim/B/B04;2,7;0,25;3;0,33;Sim/B/B04 ;2,7 (0,25 | 3 | 0,33) 
P000184;-4,85;0,29;13;0,08;Sim/A/A01;-4,79;0,3;4;0,25;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,85 (1248,47 | 2 | 0) -4,89 (0,63 | 2 | 0) -4,85 (21,09 | 3 | 0) -4,85 (21163,04 | 1 | 0) -4,85 (359939,49 | 1 | 0) 
P000185;-0,34;0,16;6;0,5;;;;;;Sim/B/B01 Sim/C/C01 Sim/C/C02 ;-0,35 (0,61 | 1 | 0) -0,39 (0,36 | 1 | 0) -0,39 (0,37 | 1 | 0) 
P000186;-0,81;0,18;6;0,5;Sim/A/A06;-0,82;0,18;4;0,5;Sim/A/A06 Sim/B/B01 ;-0,82 (0,18 | 4 | 0,5) -0,81 (2,21 | 1 | 0) 
P000187;1,8;0,29;7;0,71;Sim/B/B03;1,85;0,61;3;1;Sim/B/B02 ;1,68 (0,47 | 2 | 0) 
P000188;4,25;0,23;10;0,8;;;;;;Sim/C/C09 ;4,17 (0,37 | 2 | 0) 
P000189;3,02;0,18;9;0,67;;;;;;Sim/C/C07 Sim/C/C10 ;2,98 (0,43 | 1 | 0) 2,96 (0,33 | 2 | 0) 
P000190;-0,04;0,21;5;0,2;;;;;;Sim/A/A04 Sim/B/B03 Sim/C/C03 ;-0,14 (0,32 | 2 | 0) -0,05 (1,42 | 1 | 0) -0,05 (1 | 1 | 0) 
P000191;-0,42;0,19;7;0,71;Sim/A/A06;-0,65;0,22;3;0,67;Sim/A/A06 Sim/B/B01 ;-0,65 (0,22 | 3 | 0,67) -0,43 (0,75 | 1 | 0) 
P000192;3,77;0,2;10;0,7;;;;;;Sim/C/C05 Sim/C/C06 ;3,71 (0,43 | 1 | 0) 3,71 (0,39 | 2 | 0) 
P000193;2,37;0,3;7;0,71;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B04 ;2,34 (0,7 | 1 | 0) 
P000194;-1,16;0,16;8;0,25;Sim/A/A06;-1,02;0,21;4;0,25;Sim/A/A04 Sim/B/B01 ;-1,25 (0,27 | 2 | 0) -1,16 (6,21 | 1 | 0) 
P000195;-0,17;0,22;4;0,5;;;;;;Sim/A/A04 Sim/B/B01 ;-0,36 (0,64 | 1 | 0) -0,22 (0,45 | 1 | 0) 
P000196;-1,43;0,22;6;0,33;;;;;;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -1,44 (1,62 | 1 | 0) -1,43 (13,83 | 1 | 0) 
P000197;-1,67;0,22;6;0,33;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,74 (0,4 | 1 | 0) -1,67 (3,07 | 1 | 0) -1,67 (27,96 | 1 | 0) 
P000198;-4,25;0,22;12;0,08;Sim/A/A03;-4,18;0,23;3;0,33;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,29 (0,5 | 2 | 0) -4,25 (214,69 | 2 | 0) -4,25 (5,21 | 3 | 0) -4,25 (3966,78 | 1 | 0) -4,25 (59990,79 | 1 | 0) 
P000199;1,22;0,19;8;0,5;Sim/B/B01;1,39;0,44;3;0,67
P000199;1,22;0,19;8;0,5;Sim/B/B03;1,36;0,27;3;0,67;Sim/A/A02 ;1,14 (0,41 | 1 | 0) 
P000200;-1,88;0,2;7;0,29;Sim/A/A02;-1,9;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,9 (0,25 | 3 | 0,33) -1,9 (0,53 | 1 | 0) -1,88 (5,45 | 1 | 0) -1,88 (51,84 | 1 | 0) 
P000201;-2,23;0,19;9;0,33;Sim/A/A02;-2,31;0,31;4;0,25
P000201;-2,23;0,19;9;0,33;Sim/A/A05;-2,17;0,26;3;0,67;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,31 (0,31 | 4 | 0,25) -2,23 (14,46 | 1 | 0) -2,23 (147,49 | 1 | 0) 
P000202;-0,76;0,16;10;0,7;Sim/A/A04;-0,72;0,39;3;1
P000202;-0,76;0,16;10;0,7;Sim/A/A06;-0,61;0,21;4;0,75;Sim/A/A02 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -0,76 (1,88 | 1 | 0) 
P000203;2;0,28;7;0,71;Sim/B/B02;1,87;0,35;3;0,33;Sim/B/B02 ;1,87 (0,35 | 3 | 0,33) 
P000204;-1,43;0,22;6;0,33;;;;;;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -1,44 (1,62 | 1 | 0) -1,43 (13,83 | 1 | 0) 
P000205;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000206;2,37;0,3;7;0,71;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B04 ;2,34 (0,7 | 1 | 0) 
P000207;2,18;0,28;8;0,63;Sim/B/B02;2,13;0,31;3;0,33;Sim/B/B02 Sim/B/B04 ;2,13 (0,31 | 3 | 0,33) 2,17 (1,1 | 1 | 0) 
P000208;-3,25;0,32;10;0,2;Sim/A/A02;-3,29;0,77;3;0
P000208;-3,25;0,32;10;0,2;Sim/A/A05;-3,31;0,61;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,77 | 3 | 0) -3,31 (0,61 | 3 | 0) -3,25 (246,42 | 1 | 0) -3,25 (3066,76 | 1 | 0) 
P000209;-0,92;0,18;6;0,5;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,03 | 1 | 0) 
P000210;0,92;0,19;6;0,5;Sim/B/B03;1,01;0,22;4;0,5;Sim/B/B01 ;0,53 (0,54 | 2 | 0,5) 
P000211;5,29;0,33;13;0,92;Sim/C/C08;5,4;0,45;3;1;Sim/C/C09 ;4,78 (0,39 | 2 | 0,5) 
P000212;5,07;0,24;12;0,92;Sim/C/C08;5,05;0,24;3;0,67;Sim/C/C08 ;5,05 (0,24 | 3 | 0,67) 
P000213;-1,89;0,2;7;0,29;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,92 (0,25 | 3 | 0,33) -1,91 (0,54 | 1 | 0) -1,89 (5,59 | 1 | 0) -1,89 (53,28 | 1 | 0) 
P000214;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000215;-0,04;0,21;5;0,2;;;;;;Sim/A/A04 Sim/B/B03 Sim/C/C03 ;-0,14 (0,32 | 2 | 0) -0,05 (1,42 | 1 | 0) -0,05 (1 | 1 | 0) 
P000216;0,87;0,17;10;0,3;Sim/B/B01;0,51;0,52;3;0,33
P000216;0,87;0,17;10;0,3;Sim/B/B03;0,98;0,2;5;0,4;Sim/A/A02 Sim/B/B01 ;0,84 (0,53 | 1 | 0) 0,51 (0,52 | 3 | 0,33) 
P000217;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000218;3,36;0,21;8;0,88;;;;;;Sim/C/C10 ;3,24 (0,25 | 2 | 0,5) 
P000219;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000220;3,09;0,17;11;0,55;Sim/C/C10;3,17;0,22;3;0,33;Sim/C/C05 Sim/C/C07 ;3,05 (0,78 | 1 | 0) 3 (0,4 | 2 | 0) 
P000221;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000222;-2,04;0,19;7;0,29;Sim/A/A02;-2,14;0,3;3;0;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,14 (0,3 | 3 | 0) -2,04 (8,49 | 1 | 0) -2,04 (83,41 | 1 | 0) 
P000223;-3,94;0,21;11;0,18;;;;;;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,04 (0,34 | 2 | 0) -3,94 (86,53 | 2 | 0) -3,94 (2,53 | 3 | 0) -3,94 (1672,15 | 1 | 0) -3,94 (23801,6 | 1 | 0) 
P000224;-1,89;0,2;7;0,29;Sim/A/A02;-1,92;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,92 (0,25 | 3 | 0,33) -1,91 (0,54 | 1 | 0) -1,89 (5,59 | 1 | 0) -1,89 (53,28 | 1 | 0) 
P000225;0,4;0,19;7;0,29;Sim/B/B03;0,81;0,26;3;0,33;Sim/C/C03 ;0,32 (0,32 | 2 | 0) 
P000226;0,92;0,19;6;0,5;Sim/B/B03;1,01;0,22;4;0,5;Sim/B/B01 ;0,53 (0,54 | 2 | 0,5) 
P000227;3,89;0,17;11;0,73;Sim/C/C06;3,78;0,26;3;0;Sim/C/C06 ;3,78 (0,26 | 3 | 0) 
P000228;0,91;0,16;8;0,63;Sim/B/B01;1,06;0,29;3;0,67
P000228;0,91;0,16;8;0,63;Sim/B/B03;0,73;0,24;3;0,33;Sim/B/B03 ;0,73 (0,24 | 3 | 0,33) 
P000229;0,1;0,18;6;0,33;;;;;;Sim/A/A04 Sim/B/B02 Sim/C/C03 ;0,07 (0,26 | 2 | 0,5) 0,05 (0,46 | 1 | 0) 0,08 (0,7 | 1 | 0) 
P000230;-3,25;0,32;10;0,2;Sim/A/A02;-3,29;0,77;3;0
P000230;-3,25;0,32;10;0,2;Sim/A/A05;-3,31;0,61;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,77 | 3 | 0) -3,31 (0,61 | 3 | 0) -3,25 (246,42 | 1 | 0) -3,25 (3066,76 | 1 | 0) 
P000231;1,1;0,19;6;0,67;Sim/B/B03;1,26;0,24;4;0,75;Sim/B/B01 ;0,53 (0,54 | 2 | 0,5) 
P000232;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000233;-0,17;0,22;4;0,5;;;;;;Sim/A/A04 Sim/B/B01 ;-0,36 (0,64 | 1 | 0) -0,22 (0,45 | 1 | 0) 
P000234;-2,17;0,2;8;0,25;Sim/A/A02;-2,29;0,31;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,29 (0,31 | 4 | 0,25) -2,17 (12,46 | 1 | 0) -2,17 (125,78 | 1 | 0) 
P000235;0,7;0,19;6;0,5;Sim/B/B03;0,81;0,26;3;0,33;Sim/C/C03 ;0,6 (0,25 | 2 | 0,5) 
P000236;1,61;0,29;6;0,67;Sim/B/B03;1,7;0,44;3;1;Sim/B/B01 Sim/B/B02 ;0,7 (0,97 | 2 | 0,5) 1,58 (0,73 | 1 | 0) 
P000237;3,36;0,17;10;0,7;;;;;;Sim/C/C05 ;3,32 (0,43 | 1 | 0) 
P000238;-0,92;0,18;6;0,5;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,03 | 1 | 0) 
P000239;-0,18;0,17;6;0,67;;;;;;Sim/B/B01 Sim/C/C01 ;-0,21 (0,44 | 1 | 0) -0,38 (0,36 | 1 | 0) 
P000240;-2,97;0,24;11;0,27;Sim/A/A02;-2,25;0,52;3;0,33
P000240;-2,97;0,24;11;0,27;Sim/A/A05;-3,08;0,34;4;0;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,08 (0,34 | 4 | 0) -2,97 (112,67 | 1 | 0) -2,97 (1327,28 | 1 | 0) 
P000241;-3,55;0,29;10;0,2;Sim/A/A01;-3,53;0,31;3;0,67
P000241;-3,55;0,29;10;0,2;Sim/A/A05;-3,56;1,06;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,55 (27,59 | 2 | 0) -3,56 (1,06 | 3 | 0) -3,55 (564,21 | 1 | 0) -3,55 (7441,77 | 1 | 0) 
P000242;3,51;0,2;12;0,92;Sim/B/B04;2,99;0,24;3;0,67
P000242;3,51;0,2;12;0,92;Sim/C/C10;3,61;0,28;3;1;Sim/B/B04 ;2,99 (0,24 | 3 | 0,67) 
P000243;-2,66;0,2;9;0,22;Sim/A/A02;-2,72;0,43;3;0
P000243;-2,66;0,2;9;0,22;Sim/A/A05;-2,57;0,23;4;0,5;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,72 (0,43 | 3 | 0) -2,66 (48,14 | 1 | 0) -2,66 (534,32 | 1 | 0) 
P000244;-2,97;0,24;11;0,27;Sim/A/A02;-2,25;0,52;3;0,33
P000244;-2,97;0,24;11;0,27;Sim/A/A05;-3,08;0,34;4;0;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,08 (0,34 | 4 | 0) -2,97 (112,67 | 1 | 0) -2,97 (1327,28 | 1 | 0) 
P000245;4,25;0,23;10;0,8;;;;;;Sim/C/C09 ;4,17 (0,37 | 2 | 0) 
P000246;-3,51;0,26;12;0,33;Sim/A/A01;-3,51;0,28;4;0,75
P000246;-3,51;0,26;12;0,33;Sim/A/A05;-3,53;0,98;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,51 (24,92 | 2 | 0) -3,53 (0,98 | 3 | 0) -3,51 (512,1 | 1 | 0) -3,51 (6708,75 | 1 | 0) 
P000247;-3,51;0,26;12;0,33;Sim/A/A01;-3,51;0,28;4;0,75
P000247;-3,51;0,26;12;0,33;Sim/A/A05;-3,53;0,98;3;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,51 (24,92 | 2 | 0) -3,53 (0,98 | 3 | 0) -3,51 (512,1 | 1 | 0) -3,51 (6708,75 | 1 | 0) 
P000248;-0,46;0,18;5;0,4;;;;;;Sim/B/B01 Sim/B/B02 Sim/C/C01 ;-0,47 (0,83 | 1 | 0) -0,52 (0,38 | 1 | 0) -0,5 (0,42 | 1 | 0) 
P000249;-2,88;0,25;8;0,13;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,88 (3,9 | 2 | 0) -2,88 (87,63 | 1 | 0) -2,88 (1014,31 | 1 | 0) 
P000250;-2,17;0,2;8;0,25;Sim/A/A02;-2,29;0,31;4;0,25;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,29 (0,31 | 4 | 0,25) -2,17 (12,46 | 1 | 0) -2,17 (125,78 | 1 | 0) 
P000251;4,69;0,2;12;0,83;;;;;;Sim/C/C08 ;4,61 (0,32 | 2 | 0) 
P000252;1,27;0,23;5;0,8;Sim/B/B03;1,18;0,26;3;0,67;Sim/B/B03 ;1,18 (0,26 | 3 | 0,67) 
P000253;-0,46;0,18;5;0,4;;;;;;Sim/B/B01 Sim/B/B02 Sim/C/C01 ;-0,47 (0,83 | 1 | 0) -0,52 (0,38 | 1 | 0) -0,5 (0,42 | 1 | 0) 
