ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000018;-0,29;0,08;68;0,44;Sim/A/A02;-0,09;0,3;10;0,7;Sim/C/C01 Sim/C/C03 Sim/A/A07 Sim/B/B03 Sim/C/C02 Sim/B/B02 ;-0,3 (0,22 | 4 | 0,5) -0,33 (0,32 | 10 | 0,4) -0,38 (0,2 | 6 | 0,5) -0,41 (0,9 | 5 | 0) -0,46 (0,24 | 4 | 0,5) -0,55 (0,25 | 10 | 0,1) 
P000019;1,15;0,14;32;0,56;Sim/B/B03;1,4;0,24;7;0,57;Sim/B/B04 Sim/B/B02 Sim/C/C03 Sim/C/C07 ;1,15 (21,95 | 1 | 0) 0,82 (0,27 | 10 | 0,5) 0,7 (0,2 | 6 | 0,5) 0,7 (4,92 | 1 | 0) 
P000020;0,06;0,09;73;0,53;Sim/A/A04;0,24;0,21;10;0,6;Sim/B/B03 Sim/C/C01 Sim/B/B01 Sim/C/C03 ;0,06 (0,39 | 10 | 0,1) -0,08 (0,22 | 8 | 0,63) -0,26 (0,25 | 5 | 0,6) -0,36 (0,32 | 10 | 0,3) 
P000021;-4,72;0,19;31;0,13;Sim/A/A03;-4,51;0,2;10;0,3;Sim/B/B02 Sim/B/B01 Sim/A/A01 ;-4,72 (73039,89 | 1 | 0) -4,72 (6,6 | 5 | 0) -5,18 (0,58 | 5 | 0) 
P000022;-4,53;0,18;24;0,08;;;;;;Sim/B/B02 Sim/A/A02 Sim/B/B01 Sim/A/A06 Sim/A/A01 ;-4,53 (41055,22 | 1 | 0) -4,53 (3,75 | 5 | 0) -4,53 (5,31 | 5 | 0) -4,53 (3,52 | 5 | 0) -4,66 (0,25 | 5 | 0,2) 
P000023;5,09;0,17;38;0,95;;;;;;Sim/C/C08 ;4,92 (0,18 | 6 | 0,67) 
P000024;0,73;0,1;58;0,62;Sim/B/B03;1,3;0,22;5;0,6;Sim/B/B04 Sim/B/B02 Sim/B/B01 Sim/A/A04 Sim/A/A02 Sim/C/C02 ;0,73 (75,61 | 1 | 0) 0,57 (0,23 | 6 | 0,5) 0,57 (0,3 | 10 | 0,5) 0,55 (0,32 | 10 | 0,8) 0,24 (0,34 | 10 | 0,8) 0,19 (0,26 | 10 | 0,5) 
P000025;5,27;0,21;46;0,89;;;;;;Sim/C/C09 Sim/C/C10 ;5,02 (0,26 | 10 | 0,7) 4,8 (0,57 | 8 | 0,88) 
P000026;-1,81;0,14;44;0,27;Sim/C/C01;-1,54;0,34;10;0,2;Sim/A/A02 Sim/A/A06 Sim/A/A04 Sim/B/B01 ;-1,83 (0,23 | 4 | 0,5) -2,05 (0,74 | 7 | 0) -2,06 (0,59 | 7 | 0,14) -2,51 (1,12 | 8 | 0) 
P000027;1,85;0,21;34;0,68;Sim/B/B03;2,05;0,49;10;0,8;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 ;1,84 (2,09 | 1 | 0) 1,84 (1,73 | 1 | 0) 1,84 (1,49 | 1 | 0) 1,83 (2,96 | 1 | 0) 1,22 (0,4 | 10 | 0,5) 
P000028;0,84;0,1;61;0,7;Sim/B/B02;1,29;0,42;10;0,5;Sim/A/A02 Sim/B/B01 Sim/C/C03 ;0,83 (0,39 | 10 | 0,9) 0,43 (0,3 | 10 | 0,5) 0,42 (0,21 | 5 | 0,4) 
P000029;2,17;0,21;35;0,63;Sim/B/B02;2,42;0,33;10;0,6;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B01 ;2,17 (3,12 | 1 | 0) 2,16 (1,15 | 1 | 0) 2,15 (1,14 | 1 | 0) 1,9 (0,79 | 5 | 0) 1,8 (0,43 | 10 | 0,9) 
P000030;-2,69;0,15;31;0,32;Sim/A/A02;-2,65;0,24;7;0,29;Sim/B/B02 Sim/B/B01 Sim/A/A05 ;-2,69 (174,21 | 1 | 0) -2,69 (1,77 | 5 | 0) -2,77 (0,22 | 4 | 0,5) 
P000031;-3,31;0,21;32;0,22;Sim/A/A01;-3,03;0,35;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,31 (1122,46 | 1 | 0) -3,32 (3,41 | 5 | 0) -3,32 (2,08 | 5 | 0) -3,34 (0,66 | 5 | 0) -3,92 (1,05 | 6 | 0) 
P000032;-0,24;0,09;58;0,47;Sim/C/C02;0,32;0,29;10;0,6;Sim/B/B03 Sim/B/B02 Sim/C/C01 Sim/A/A07 Sim/A/A06 Sim/C/C03 ;-0,25 (0,73 | 5 | 0) -0,31 (0,25 | 3 | 0,33) -0,37 (0,22 | 4 | 0,5) -0,37 (0,23 | 4 | 0,5) -0,58 (0,22 | 4 | 0,75) -0,8 (0,39 | 10 | 0,2) 
P000033;-3;0,18;38;0,32;Sim/A/A02;-2,95;0,31;10;0,1;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A05 ;-3 (443,17 | 1 | 0) -3 (2,63 | 5 | 0) -3,01 (1,7 | 5 | 0) -3,92 (1,05 | 6 | 0) 
P000034;-0,47;0,08;58;0,43;Sim/A/A02;-0,08;0,3;10;0,7;Sim/B/B03 Sim/A/A06 Sim/C/C01 Sim/A/A04 Sim/C/C03 ;-0,47 (0,98 | 5 | 0) -0,49 (0,25 | 4 | 0,75) -0,73 (0,2 | 6 | 0,33) -0,78 (0,22 | 7 | 0,43) -1,03 (0,53 | 6 | 0,17) 
P000035;-5,65;0,88;26;0;;;;;;;
P000036;2,14;0,18;69;0,41;Sim/C/C07;2,66;0,31;10;0,3;Sim/C/C05 Sim/B/B04 Sim/B/B01 Sim/B/B03 ;2,09 (0,9 | 8 | 0) 1,9 (0,79 | 5 | 0) 1,82 (0,43 | 10 | 0,8) 1,52 (0,24 | 9 | 0,67) 
P000037;-3,5;0,2;32;0,22;Sim/A/A01;-3,44;0,23;10;0,5;Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,5 (2,33 | 5 | 0) -3,51 (0,92 | 5 | 0) -4,01 (1,07 | 6 | 0,17) 
P000038;0,84;0,1;70;0,71;Sim/C/C03;1,67;0,46;10;0,9;Sim/A/A02 Sim/B/B03 Sim/C/C02 Sim/B/B01 Sim/A/A07 Sim/A/A04 ;0,83 (0,39 | 10 | 0,9) 0,82 (0,21 | 4 | 0,5) 0,69 (0,29 | 10 | 0,7) 0,43 (0,3 | 10 | 0,5) 0,24 (0,37 | 10 | 0,8) 0,18 (0,22 | 6 | 0,67) 
P000039;-2,33;0,16;21;0,24;Sim/A/A02;-1,98;0,22;6;0,5;Sim/B/B01 Sim/A/A06 Sim/A/A05 ;-2,33 (1,02 | 5 | 0) -2,34 (1,08 | 5 | 0) -2,56 (0,2 | 5 | 0,4) 
P000040;4,39;0,1;69;0,8;Sim/C/C04;4,61;0,28;10;0,8;Sim/C/C09 Sim/C/C05 Sim/C/C10 Sim/B/B03 ;4,2 (0,24 | 4 | 0,25) 3,97 (0,24 | 7 | 0,71) 3,89 (0,22 | 6 | 0,67) 2,26 (0,85 | 6 | 0,83) 
P000041;3,11;0,1;57;0,54;Sim/C/C06;3,51;0,2;9;0,33;Sim/B/B04 Sim/C/C10 Sim/C/C04 Sim/B/B03 ;3,06 (0,21 | 4 | 0,5) 2,95 (0,23 | 6 | 0) 2,78 (0,35 | 10 | 0,4) 2,05 (0,49 | 10 | 0,8) 
P000042;-1,22;0,1;56;0,21;Sim/C/C03;-0,6;0,34;10;0,1;Sim/A/A07 Sim/B/B01 Sim/A/A06 ;-1,67 (1 | 5 | 0,2) -1,79 (0,46 | 10 | 0,1) -1,87 (0,54 | 10 | 0,1) 
P000043;2,1;0,21;49;0,29;;;;;;Sim/B/B04 Sim/C/C06 Sim/C/C05 Sim/C/C07 Sim/C/C04 Sim/B/B03 ;2 (0,73 | 6 | 0) 1,88 (25,92 | 1 | 0) 1,86 (1,52 | 5 | 0) 1,79 (1,02 | 5 | 0) 1,76 (0,97 | 5 | 0) 1,41 (0,24 | 6 | 0,5) 
P000044;2,4;0,18;39;0,51;Sim/B/B04;2,6;0,23;6;0,33;Sim/C/C10 Sim/C/C04 Sim/B/B01 ;2,37 (0,63 | 5 | 0) 2,05 (0,73 | 5 | 0) 2,02 (0,55 | 7 | 0,86) 
P000045;0,63;0,1;63;0,62;Sim/B/B02;1,32;0,43;10;0,5;Sim/C/C02 Sim/B/B03 Sim/C/C03 Sim/B/B01 ;0,6 (0,29 | 10 | 0,7) 0,52 (0,23 | 6 | 0,33) 0,5 (0,18 | 7 | 0,29) 0,4 (0,3 | 10 | 0,5) 
P000046;-3,39;0,18;43;0,35;Sim/A/A01;-3,29;0,27;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A02 Sim/A/A03 Sim/A/A05 ;-3,39 (1411,09 | 1 | 0) -3,39 (3,62 | 5 | 0) -3,4 (0,75 | 5 | 0) -3,42 (0,33 | 10 | 0,7) -4,01 (1,07 | 6 | 0) 
P000047;-1,06;0,09;50;0,32;Sim/A/A06;-0,8;0,18;5;0,6;Sim/A/A02 Sim/A/A04 Sim/C/C02 ;-1,39 (0,23 | 7 | 0,57) -1,44 (0,25 | 4 | 0,25) -1,68 (0,94 | 5 | 0) 
P000048;-2,71;0,15;36;0,36;;;;;;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A03 ;-2,71 (186,27 | 1 | 0) -2,71 (1,83 | 5 | 0) -2,72 (1,4 | 5 | 0) -2,75 (0,25 | 10 | 0,2) -2,93 (0,57 | 6 | 0,83) 
P000049;1,96;0,21;33;0,7;;;;;;Sim/B/B04 Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B03 Sim/B/B02 ;1,96 (2,05 | 1 | 0) 1,96 (1,76 | 1 | 0) 1,95 (1,49 | 1 | 0) 1,95 (1,35 | 1 | 0) 1,89 (0,4 | 10 | 0,8) 1,83 (0,34 | 10 | 0,6) 
P000050;1,52;0,17;37;0,62;Sim/C/C03;1,58;0,42;8;1;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B02 Sim/B/B04 Sim/B/B01 Sim/B/B03 ;1,51 (3,51 | 1 | 0) 1,51 (2,74 | 1 | 0) 1,51 (2,04 | 1 | 0) 1,51 (0,43 | 10 | 0,5) 1,44 (9,41 | 1 | 0) 1,43 (0,31 | 10 | 0,7) 1,41 (0,25 | 5 | 0,6) 
P000051;4,93;0,18;31;0,94;;;;;;Sim/C/C09 ;4,71 (0,25 | 3 | 0,67) 
P000052;3,57;0,09;64;0,45;Sim/C/C09;4,12;0,24;6;0,33;Sim/C/C10 Sim/B/B04 Sim/C/C06 Sim/B/B01 ;3,44 (0,2 | 4 | 0,5) 3,39 (0,25 | 4 | 0,5) 2,97 (0,51 | 10 | 0,1) 2,3 (0,74 | 5 | 0,8) 
P000053;0,14;0,09;70;0,54;Sim/B/B01;0,56;0,3;10;0,6;Sim/B/B03 Sim/B/B02 Sim/A/A02 Sim/C/C03 ;0,13 (0,35 | 10 | 0) 0,12 (0,25 | 4 | 0,5) -0,07 (0,31 | 10 | 0,7) -1,02 (0,53 | 7 | 0,14) 
P000054;3,72;0,09;70;0,53;Sim/C/C10;4,1;0,24;10;0,7;Sim/C/C08 Sim/C/C09 Sim/B/B04 Sim/C/C07 ;3,37 (0,6 | 6 | 0) 3,3 (0,68 | 8 | 0) 3,28 (0,22 | 5 | 0,6) 2,95 (0,24 | 10 | 0,2) 
P000055;2,06;0,21;32;0,56;;;;;;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B02 Sim/B/B04 ;2,06 (4,35 | 1 | 0) 2,05 (1,32 | 1 | 0) 2,04 (1,25 | 1 | 0) 2,02 (0,3 | 10 | 0,5) 1,9 (0,79 | 5 | 0) 
P000056;0,89;0,11;54;0,65;Sim/B/B03;1,3;0,22;5;0,6;Sim/B/B04 Sim/A/A02 Sim/B/B01 Sim/C/C03 ;0,89 (46,51 | 1 | 0) 0,83 (0,39 | 10 | 0,9) 0,62 (0,3 | 10 | 0,5) 0,31 (0,23 | 7 | 0,29) 
P000057;0,85;0,1;61;0,67;Sim/B/B02;1,32;0,43;10;0,5;Sim/A/A02 Sim/B/B01 Sim/B/B03 ;0,83 (0,39 | 10 | 0,9) 0,7 (0,28 | 10 | 0,5) 0,56 (0,22 | 6 | 0,33) 
P000058;1,65;0,19;39;0,72;Sim/C/C03;1,7;0,5;8;1;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 Sim/B/B01 ;1,65 (2,83 | 1 | 0) 1,65 (2,26 | 1 | 0) 1,65 (1,79 | 1 | 0) 1,59 (5,98 | 1 | 0) 1,37 (0,44 | 10 | 0,6) 1,26 (0,26 | 10 | 0,7) 
P000059;0,95;0,11;51;0,76;Sim/B/B01;1,8;0,43;10;0,9;Sim/B/B03 Sim/A/A02 Sim/B/B02 ;0,9 (0,23 | 4 | 0,5) 0,83 (0,39 | 10 | 0,9) 0,24 (0,23 | 6 | 0,33) 
P000060;-1,72;0,13;62;0,23;Sim/C/C01;-1,15;0,23;7;0,43;Sim/A/A07 Sim/C/C02 Sim/A/A05 Sim/C/C03 Sim/A/A06 Sim/A/A04 Sim/B/B01 ;-1,73 (0,88 | 5 | 0) -1,76 (0,94 | 6 | 0) -1,8 (0,28 | 10 | 0,7) -1,89 (1,27 | 5 | 0) -1,94 (0,63 | 8 | 0,13) -2,01 (0,54 | 7 | 0) -2,51 (1,12 | 8 | 0) 
P000061;0,5;0,1;54;0,57;Sim/A/A02;0,83;0,39;10;0,9;Sim/B/B01 Sim/C/C02 Sim/B/B02 Sim/A/A04 ;0,43 (0,3 | 10 | 0,5) 0,39 (0,29 | 10 | 0,6) 0,29 (0,22 | 5 | 0,4) 0,26 (0,23 | 8 | 0,5) 
P000062;-1,18;0,1;46;0,24;Sim/A/A02;-0,78;0,24;7;0,57;Sim/B/B02 Sim/A/A07 Sim/C/C01 Sim/C/C02 ;-1,19 (0,95 | 5 | 0) -1,67 (1 | 5 | 0,2) -2,14 (0,72 | 7 | 0,14) -2,59 (1,86 | 5 | 0) 
P000063;2,66;0,13;58;0,36;Sim/C/C05;2,77;0,26;10;0,1;Sim/C/C07 Sim/C/C04 Sim/B/B02 ;2,1 (0,83 | 5 | 0) 2,05 (0,73 | 5 | 0) 1,96 (0,31 | 10 | 0,5) 
P000064;-2,29;0,17;27;0,22;Sim/A/A05;-2,12;0,24;5;0,6;Sim/B/B02 Sim/B/B01 Sim/A/A02 ;-2,29 (53,26 | 1 | 0) -2,3 (1,05 | 5 | 0) -2,49 (0,24 | 6 | 0,33) 
P000065;3,73;0,09;70;0,56;Sim/C/C04;4,33;0,25;10;0,7;Sim/C/C09 Sim/C/C08 Sim/C/C07 Sim/C/C06 Sim/C/C10 Sim/B/B02 Sim/B/B03 ;3,71 (0,35 | 10 | 0,2) 3,69 (0,35 | 10 | 0) 3,6 (0,21 | 4 | 0,5) 3,6 (0,24 | 3 | 0,33) 3,44 (0,2 | 4 | 0,5) 3,26 (0,79 | 5 | 0,8) 2,13 (0,64 | 7 | 0,86) 
P000066;1,76;0,21;31;0,58;Sim/B/B02;1,96;0,3;10;0,6;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B03 ;1,76 (2,4 | 1 | 0) 1,75 (1,95 | 1 | 0) 1,75 (1,61 | 1 | 0) 1,72 (1,64 | 2 | 0) 1,41 (0,24 | 6 | 0,5) 
P000067;5,88;0,68;41;0,98;;;;;;Sim/B/B02 ;3,3 (0,83 | 5 | 0,8) 
P000068;0,07;0,09;74;0,47;Sim/B/B03;0,6;0,24;5;0,2;Sim/C/C02 Sim/A/A07 Sim/C/C03 Sim/A/A02 ;-0,01 (0,23 | 10 | 0,4) -0,08 (0,24 | 10 | 0,6) -0,4 (0,33 | 10 | 0,2) -0,66 (0,24 | 9 | 0,44) 
P000069;-1,31;0,11;51;0,25;Sim/B/B01;-1,07;0,29;10;0,4;Sim/B/B02 Sim/A/A07 Sim/C/C02 Sim/C/C03 Sim/A/A04 ;-1,31 (2,97 | 1 | 0) -1,7 (0,99 | 6 | 0,17) -1,76 (0,94 | 6 | 0,17) -1,89 (1,27 | 5 | 0) -2,01 (0,54 | 7 | 0) 
P000070;-2,48;0,15;22;0,27;Sim/A/A02;-2,47;0,24;6;0,33;Sim/B/B01 Sim/A/A05 ;-2,49 (1,25 | 5 | 0) -2,5 (0,19 | 6 | 0,5) 
P000071;2,87;0,11;48;0,46;Sim/B/B04;2,89;0,2;5;0,4;Sim/C/C06 Sim/C/C10 Sim/C/C04 ;2,81 (0,84 | 5 | 0) 2,59 (0,4 | 10 | 0,2) 2,05 (0,73 | 5 | 0,2) 
P000072;-3,01;0,17;37;0,27;Sim/A/A02;-2,49;0,24;6;0,33;Sim/B/B02 Sim/B/B01 Sim/A/A01 Sim/A/A05 ;-3,01 (460,02 | 1 | 0) -3,02 (2,7 | 5 | 0) -3,31 (0,27 | 10 | 0,5) -3,4 (0,41 | 10 | 0,2) 
P000073;-1,14;0,09;50;0,28;Sim/A/A02;-0,82;0,23;10;0,5;Sim/B/B01 Sim/B/B02 Sim/C/C02 Sim/C/C01 Sim/A/A07 ;-1,43 (0,33 | 10 | 0,2) -1,43 (4,2 | 1 | 0) -1,44 (0,6 | 6 | 0,17) -1,48 (0,32 | 10 | 0,2) -1,87 (1,3 | 5 | 0,2) 
P000074;-2,27;0,15;41;0,15;Sim/B/B01;-1,59;0,37;10;0,1;Sim/C/C03 Sim/C/C02 Sim/C/C01 Sim/A/A06 Sim/A/A04 Sim/A/A05 ;-2,28 (2,11 | 1 | 0) -2,28 (2,04 | 1 | 0) -2,28 (1,01 | 3 | 0) -2,29 (1,04 | 5 | 0) -2,29 (0,89 | 5 | 0) -2,37 (0,23 | 4 | 0,5) 
P000075;-3,13;0,18;48;0,35;Sim/A/A01;-2,79;0,43;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A02 Sim/A/A03 ;-3,13 (643,1 | 1 | 0) -3,13 (2,92 | 5 | 0) -3,17 (0,44 | 10 | 0) -3,54 (0,29 | 10 | 0,7) 
P000076;-0,96;0,09;57;0,35;Sim/B/B01;-0,45;0,25;8;0,5;Sim/B/B02 Sim/C/C03 Sim/A/A06 Sim/A/A04 Sim/C/C02 Sim/A/A07 ;-0,96 (0,62 | 5 | 0) -1,03 (0,53 | 6 | 0,17) -1,17 (0,24 | 4 | 0,25) -1,17 (0,22 | 3 | 0,33) -1,27 (0,42 | 10 | 0,3) -1,87 (1,3 | 5 | 0,2) 
P000077;2,82;0,11;59;0,37;Sim/C/C04;2,86;0,33;10;0,3;Sim/C/C05 Sim/C/C06 Sim/C/C10 Sim/C/C07 ;2,72 (0,28 | 10 | 0,1) 2,6 (1,1 | 5 | 0) 2,46 (0,51 | 10 | 0,1) 2,1 (0,83 | 5 | 0,2) 
P000078;-5,65;0,88;26;0;;;;;;;
P000079;2,69;0,13;52;0,46;Sim/C/C05;3,1;0,21;5;0,4;Sim/B/B02 Sim/B/B03 Sim/C/C07 Sim/C/C04 ;2,47 (0,33 | 10 | 0,7) 2,31 (0,93 | 5 | 0,8) 2,1 (0,83 | 5 | 0) 2,05 (0,73 | 5 | 0) 
P000080;0,58;0,1;57;0,67;Sim/A/A02;0,83;0,39;10;0,9;Sim/B/B02 Sim/C/C03 Sim/C/C01 Sim/B/B01 ;0,49 (0,23 | 6 | 0,5) 0,4 (0,21 | 5 | 0,4) 0,32 (0,32 | 10 | 0,8) 0,31 (0,28 | 10 | 0,5) 
P000081;0,63;0,1;65;0,63;Sim/B/B02;1,18;0,39;10;0,5;Sim/C/C02 Sim/C/C03 Sim/A/A02 ;0,63 (0,29 | 10 | 0,7) 0,31 (0,19 | 10 | 0,5) -0,1 (0,3 | 10 | 0,7) 
P000082;3,42;0,1;64;0,48;Sim/C/C07;4,05;0,24;7;0,86;Sim/C/C09 Sim/B/B02 Sim/C/C04 Sim/B/B04 Sim/C/C10 ;3,3 (0,68 | 7 | 0,14) 3,26 (0,79 | 5 | 0,8) 3,14 (0,28 | 10 | 0,4) 3,06 (0,21 | 4 | 0,5) 2,99 (0,24 | 4 | 0,25) 
P000083;-1,51;0,13;53;0,17;Sim/A/A02;-1,11;0,22;6;0,33;Sim/B/B02 Sim/A/A07 Sim/C/C01 Sim/A/A06 Sim/A/A04 ;-1,51 (5,27 | 1 | 0) -1,52 (0,67 | 5 | 0) -1,76 (0,45 | 10 | 0,1) -1,93 (0,65 | 8 | 0,13) -2,01 (0,54 | 7 | 0,14) 
P000084;-3,02;0,17;41;0,27;Sim/A/A02;-2,87;0,28;10;0,1;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A05 ;-3,02 (466,62 | 1 | 0) -3,02 (2,71 | 5 | 0) -3,02 (1,72 | 5 | 0) -3,12 (0,27 | 10 | 0,2) 
P000085;-2,52;0,15;22;0,23;Sim/A/A02;-2,47;0,24;6;0,33;Sim/A/A05 Sim/B/B01 Sim/A/A06 ;-2,53 (0,19 | 6 | 0,5) -2,53 (1,3 | 5 | 0) -2,53 (1,25 | 5 | 0) 
P000086;0,83;0,09;60;0,6;Sim/C/C03;1,05;0,23;10;0,7;Sim/C/C07 Sim/B/B02 Sim/B/B01 Sim/B/B03 ;0,83 (4,25 | 1 | 0) 0,82 (0,27 | 10 | 0,5) 0,79 (0,26 | 10 | 0,5) 0,19 (0,32 | 10 | 0,1) 
P000087;-0,56;0,08;65;0,48;Sim/A/A06;-0,21;0,33;10;0,8;Sim/C/C02 Sim/B/B01 Sim/A/A04 Sim/A/A02 Sim/C/C03 ;-0,63 (0,22 | 5 | 0,4) -0,66 (0,26 | 10 | 0,5) -0,68 (0,25 | 6 | 0,5) -1,02 (0,23 | 7 | 0,43) -1,03 (0,53 | 6 | 0,17) 
